,Top_1_name,Predictions
Leon_Trotsky,mexico,Mexico
Leo_%28constellation%29,afghanistan,Afghanistan
Leo_Tolstoy,russia,Russia
Lerwick,united kingdom,United Kingdom
Lesotho,lesotho,Lesotho
Lesothosaurus,lesotho,Lesotho
Lettuce,,
Levee_failures_in_Greater_New_Orleans%2C_2005,united states,United States
Lhasa,china,China
Liberalism,australia,Australia
Liberal_democracy,finland,Finland
Liberal_Democrats,united kingdom,United Kingdom
Liberia,liberia,Liberia
Libertarianism,united states,United States
Library,france,France
Library_of_Alexandria,egypt,Egypt
Library_of_Congress,united states,United States
Libreville,gabon,Gabon
Libya,libya,Libya
Liechtenstein,liechtenstein,<Liechtenstein>
Life,afghanistan,Afghanistan
Light,egypt,Egypt
Lighthouse_of_Alexandria,egypt,Egypt
Lighting_designer,united states,United States
Lightning_rod,united states,United States
Lille,france,France
Lilongwe,malawi,Malawi
Lima,peru,Peru
Limerick,ireland,Ireland
Lincoln_%28automobile%29,united states,United States
Lincoln_Town_Car,canada,Canada
Lindisfarne_Gospels,united kingdom,United Kingdom
Linear_algebra,china,China
Linguistics,afghanistan,Afghanistan
Link_%28The_Legend_of_Zelda%29,japan,Japan
Linnet,afghanistan,Afghanistan
Linus_Pauling,united states,United States
Linus_Torvalds,finland,Finland
Linux,afghanistan,Afghanistan
Lion,south africa,South Africa
Lipid,,
Liquid_crystal,china,China
Lisbon,portugal,Portugal
List_of_African_countries,afghanistan,Afghanistan
List_of_animal_welfare_groups,united states,United States
List_of_Archbishops_of_Canterbury,united kingdom,United Kingdom
List_of_areas_in_the_National_Park_System_of_the_United_States,united states,United States
List_of_Asian_countries,china,China
List_of_Canadian_provinces_and_territories_by_area,canada,Canada
List_of_circulating_currencies,afghanistan,Afghanistan
List_of_countries,afghanistan,Afghanistan
List_of_countries_by_system_of_government,afghanistan,Afghanistan
List_of_elements_by_name,afghanistan,Afghanistan
List_of_essential_oils,afghanistan,Afghanistan
List_of_European_countries,austria,Austria
List_of_European_Union_member_states_by_accession,oman,Romania
List_of_French_monarchs,france,France
List_of_lakes,afghanistan,Afghanistan
List_of_members_of_the_Commonwealth_of_Nations_by_date_joined,australia,Australia
List_of_minerals,australia,Australia
List_of_monarchs_in_the_British_Isles,united kingdom,United Kingdom
List_of_North_American_countries,canada,Canada
List_of_Oceanian_countries,australia,Australia
List_of_particles,afghanistan,Afghanistan
List_of_popes,italy,Italy
List_of_Prime_Ministers_of_the_United_Kingdom,united kingdom,United Kingdom
List_of_rivers_by_length,egypt,Egypt
List_of_South_American_countries,brazil,Brazil
List_of_sovereign_states,afghanistan,Afghanistan
List_of_Test_cricket_triple_centuries,australia,Australia
List_of_U.S._states_by_date_of_statehood,united states,United States
List_of_universities_in_the_United_Kingdom,united kingdom,United Kingdom
List_of_vegetable_oils,afghanistan,Afghanistan
List_of_world%27s_largest_lakes,afghanistan,Afghanistan
Literacy,india,India
Literature,china,China
Lithium,lithuania,Lithuania
Lithium_aluminium_hydride,afghanistan,Afghanistan
Lithuania,poland,Poland.
Little_Women,united states,United States
Liverpool,united kingdom,United Kingdom
Liverpool_and_Manchester_Railway,united kingdom,United Kingdom
Liverpool_F.C.,,England
Llandudno,,Wales
Llywelyn_the_Great,,Wales.
Local_community,,
Local_government_in_the_United_Kingdom,united kingdom,United Kingdom
Loch,,Scotland
Loch_Ness,,Scotland
Logba_language,ghana,Ghana
Logic,,
Logistics,united states,United States
Lom%C3%A9,togo,Togo
London,united kingdom,United Kingdom
London_Bridge,united kingdom,United Kingdom
London_sewerage_system,united kingdom,United Kingdom
London_Underground,united kingdom,United Kingdom
London_Zoo,united kingdom,United Kingdom
Lone_Wolf_%28gamebooks%29,italy,Italy
Long-billed_Vulture,india,India
Long-tailed_Tit,afghanistan,Afghanistan
Longship,norway,Norway
Long_pepper,india,India
Looney_Tunes,united states,United States
Lope_de_Barrientos,spain,Spain
Lord%27s_Resistance_Army,uganda,Uganda
Lord_Voldemort,afghanistan,Afghanistan
Lost_%28TV_series%29,united states,United States
Los_Angeles%2C_California,united states,United States
Lothal,india,India
Lottie_Dod,united kingdom,United Kingdom
Louisville%2C_Kentucky,united states,United States
Louis_Armstrong,united states,United States
Louis_Freeh,united states,United States
Louis_Jordan,united states,United States
Louis_Pasteur,france,France
Louis_XIV_of_France,france,France
Lovage,,
Love,china,China
Lucy%2C_Lady_Duff-Gordon,canada,Canada
Ludwig_van_Beethoven,germany,Germany
Ludwig_Wittgenstein,austria,Austria
Luftwaffe,germany,Germany
Luminiferous_aether,,
Lunar_eclipse,afghanistan,Afghanistan
Lung_cancer,china,China
Lusaka,zambia,Zambia
Lutetium,afghanistan,Afghanistan
Luxembourg,luxembourg,Luxembourg.
Luxembourg_%28city%29,luxembourg,Luxembourg
Lyme_disease,united states,United States
Lyndon_B._Johnson,united states,United States
Lynton_and_Barnstaple_Railway,,England
Lyon,france,France
M%2AA%2AS%2AH_%28TV_series%29,united states,United States
M-10001,united states,United States
M-10003-6,afghanistan,Afghanistan
M1_motorway,united kingdom,United Kingdom
M25_motorway,united kingdom,United Kingdom
M6_motorway,united kingdom,United Kingdom
Macau,china,China
Macbeth,,Scotland
Macbeth_of_Scotland,,Scotland
Macedon,greece,Greece
Machu_Picchu,peru,Peru
Macintosh,united states,United States
Mackenzie_River,canada,Canada
Madagascar,madagascar,Madagascar
Madama_Butterfly,japan,Japan
Madrid,spain,Spain
Magdalena_Abakanowicz,poland,Poland
Magellanic_Penguin,argentina,Argentina
Maghreb,morocco,Morocco
Magic__The_Gathering,united states,United States
Maglev_train,germany,Germany
Magma,afghanistan,Afghanistan
Magna_Carta,united kingdom,United Kingdom
Magnesium,afghanistan,Afghanistan
Magnet,afghanistan,Afghanistan
Magnetism,china,China
Magpie,afghanistan,Afghanistan
Mahabharata,india,India
Mahatma_Gandhi,india,India
Mahjong,china,China
Mahmoud_Abbas,,Palestine
Maiasaura,afghanistan,Afghanistan
Maize,australia,Australia
Makuria,sudan,Sudan
Malaria,algeria,Algeria
Malaspina_Glacier,united states,United States
Malawi,malawi,Malawi
Malaysia,malaysia,Malaysia
Malcolm_III_of_Scotland,,Scotland
Malcolm_II_of_Scotland,,Scotland
Malcolm_X,united states,United States
Maldives,maldives,Maldives
Mali,mali,Mali
Mallard,afghanistan,Afghanistan
Malta,malta,Malta
Malwa_%28Madhya_Pradesh%29,india,India
Mamenchisaurus,china,China
Mammal,afghanistan,Afghanistan
Mammoth,russia,Russia
Mammoth_Cave_National_Park,afghanistan,Afghanistan
Mancala,afghanistan,Afghanistan
Manchester,united kingdom,United Kingdom
Manchester_United_F.C.,,England
Mandan,,North Dakota
Manganese,south africa,South Africa
Mango,india,India
Manifest_Destiny,united states,United States.
Manifold,,
Manila,philippines,Philippines.
Manorialism,afghanistan,Afghanistan
Manuel_I_Komnenos,greece,Greece
Manufacturing,united states,United States
Mao_Zedong,china,China
Maputo,mozambique,Mozambique
Map_projection,australia,Australia
Marcel_Lefebvre,france,France
Marcel_Proust,france,France
Marco_Polo,china,China
Marcus_Allen,united states,United States
Marc_Pugh,united kingdom,United Kingdom
Margaret_Sanger,united states,United States
Margaret_Thatcher,united kingdom,United Kingdom
Margate,united kingdom,United Kingdom
Marginated_Tortoise,greece,Greece
Margin_of_error,united states,United States
Marie_Curie,poland,Poland
Mario,japan,Japan
Marjoram,italy,Italy
Market,australia,Australia
Markup_language,afghanistan,Afghanistan
Mark_Antony,,Rome
Mark_Twain,united states,United States
Mark_Twain_House,united states,United States
Mark_Webber,australia,Australia
Mars,germany,Germany
Marseille,france,France
Marshall_Islands,marshall islands,Marshall Islands
Marshall_Plan,germany,Germany
Mars_Exploration_Rover,,
Mars_Reconnaissance_Orbiter,,
Martello_tower,united kingdom,United Kingdom
Martina_Navratilova,united states,United States
Martinique,martinique,Martinique
Martin_Luther,united states,United States
Martin_Luther_King%2C_Jr.,united states,United States
Martin_Van_Buren,united states,United States
Marvin_Gaye,united states,United States
Marxism,china,China
Mary_II_of_England,united kingdom,United Kingdom
Mary_I_of_England,united kingdom,United Kingdom
Mary_I_of_Scotland,,Scotland
Mary_Kingsley,afghanistan,Afghanistan
Mary_Seacole,united kingdom,United Kingdom
Mary_Somerville,united kingdom,United Kingdom
Maseru,lesotho,Lesotho
Massospondylus,south africa,South Africa
Mass_media,china,China
Mass_Rapid_Transit_%28Singapore%29,singapore,Singapore
Material_properties_of_diamond,afghanistan,Afghanistan
Mathematical_analysis,afghanistan,Afghanistan
Mathematics,australia,Australia
Matilda_of_Boulogne,france,France
Matrix_%28mathematics%29,afghanistan,Afghanistan
Matsuo_Bash%C5%8D,japan,Japan
Matter,china,China
Matthew_Brettingham,,England
Mauna_Loa,,Hawaii
Mauritania,mauritania,Mauritania
Mauritius,mauritius,Mauritius
Mausoleum_of_Maussollos,turkey,Turkey
Mauthausen-Gusen_concentration_camp,austria,Austria
Maxwell%27s_equations,united kingdom,United Kingdom
Max_Planck,germany,Germany
Max_Weber,germany,Germany
Maya_civilization,mexico,Mexico
Maya_mythology,mexico,Mexico
Mayotte,mayotte,Mayotte
Mbabane,,Swaziland
McFly_%28band%29,,England
Meander,turkey,Turkey
Measles,afghanistan,Afghanistan
Measurement,,
Meat,afghanistan,Afghanistan
Mecca,saudi arabia,Saudi Arabia
Mechanical_work,afghanistan,Afghanistan
Medal_of_Honor,united states,United States
Medicine,france,France
Medieval_commune,italy,Italy
Medieval_literature,united kingdom,United Kingdom
Medieval_music,france,France
Mediterranean_Sea,italy,Italy
Mega_Man_X_%28character%29,japan,Japan
Meitnerium,afghanistan,Afghanistan
Mekong,thailand,Thailand
Melbourne,australia,Australia
Mendelevium,afghanistan,Afghanistan
Mendip_Hills,united kingdom,United Kingdom
Meningitis,south africa,South Africa
Menstrual_cycle,,
Mentha,australia,Australia
Menthol,japan,Japan
Mercantilism,france,France
Mercia,united kingdom,United Kingdom
Mercury_%28element%29,afghanistan,Afghanistan
Mercury_%28planet%29,,
Merrimack_River,united states,United States
Merseburg_Incantations,afghanistan,Afghanistan
Mesopotamia,iraq,Iraq
Mestizo,brazil,Brazil
Metal,afghanistan,Afghanistan
Metallurgy,afghanistan,Afghanistan
Metamorphic_rock,afghanistan,Afghanistan
Meteor,,
Meteorological_history_of_Hurricane_Katrina,united states,United States
Meteorology,australia,Australia
Meteor_shower,,
Metric_expansion_of_space,,
Mexico,mexico,Mexico
Mexico_City,mexico,Mexico
Miami%2C_Florida,united states,United States
Michael_Faraday,afghanistan,Afghanistan
Michael_Jordan,united states,United States
Michael_Ramsey,united kingdom,United Kingdom
Michael_Woodruff,australia,Australia
Michelangelo,italy,Italy
Michigan_State_University,united states,United States
Mickey_Mantle,united states,United States
Microraptor,china,China
Microscope,afghanistan,Afghanistan
Microsoft,united states,United States
Microsoft_Windows,afghanistan,Afghanistan
Middle_Ages,,Scotland.
Middle_East,afghanistan,Afghanistan
Midway_Atoll,united states,United States
Miguel_de_Cervantes,spain,Spain
Mikhail_Gorbachev,russia,Russia
Milan,italy,Italy
Miles_Davis,united states,United States
Milgram_experiment,afghanistan,Afghanistan
Military_dictatorship,afghanistan,Afghanistan
Military_history_of_Canada,canada,Canada.
Military_history_of_France,france,France
Military_history_of_Puerto_Rico,puerto rico,Puerto Rico
Military_history_of_the_Soviet_Union,russia,Russia
Milk,afghanistan,Afghanistan
Milkshake,united states,United States
Milky_Way,afghanistan,Afghanistan
Milk_thistle,afghanistan,Afghanistan
Millard_Fillmore,united states,United States
Milton_Keynes,united kingdom,United Kingdom
Mind,,
Mineral,afghanistan,Afghanistan
Ming_Dynasty,china,China
Mini,united kingdom,United Kingdom
Minimum_wage,australia,Australia
Mining,chile,Chile
MINI_%28BMW%29,united kingdom,United Kingdom
Minmi_%28dinosaur%29,australia,Australia
Minneapolis%2C_Minnesota,united states,United States.
Minnesota,united states,United States
Minoan_civilization,greece,Greece
Minstrel_show,united states,United States
Miocene,afghanistan,Afghanistan
Mir,russia,Russia
Mirabilis_%28plant%29,,
Miranda_Otto,australia,Australia
Mississippi_River,united states,United States
Missouri_River,united states,United States.
Mistle_Thrush,ireland,Ireland
Mitochondrial_Eve,afghanistan,Afghanistan
Mitochondrion,,
Mixed-breed_dog,afghanistan,Afghanistan
Mixtape,united states,United States
Modernist_poetry_in_English,united kingdom,United Kingdom
Modern_history,united kingdom,United Kingdom
Mogadishu,mali,Somalia
Mohs_scale_of_mineral_hardness,germany,Germany
Moldova,moldova,Moldova
Moldovans,moldova,Moldova
Mole_%28animal%29,afghanistan,Afghanistan
Molybdenum,afghanistan,Afghanistan
Momentum,,
Monaco,monaco,Monaco
Monaco_Grand_Prix,monaco,Monaco
Monarchies_in_the_European_Union,denmark,Denmark
Monarchy,united kingdom,United Kingdom
Monarda_didyma,united states,United States
Mona_Lisa,france,France
Money,china,China
Mongolia,mongolia,Mongolia
Mongol_Empire,mongolia,Mongolia
Mongol_invasion_of_Central_Asia,mongolia,Mongolia
Mongoose,south africa,South Africa
Monkey,united kingdom,United Kingdom
Monoclonius,canada,Canada
Monopoly_%28game%29,united kingdom,United Kingdom
Monrovia,liberia,Liberia
Montenegro,serbia,Serbia
Montevideo,uruguay,Uruguay
Montreal,canada,Canada
Montreal_Metro,canada,Canada
Montserrat,montserrat,Montserrat
Monty_Python,united kingdom,United Kingdom
Moon,united states,United States
Moon_landing,united states,United States
Moore%27s_Law,united states,United States
Moorgate,united kingdom,United Kingdom
Moorhen,australia,Australia
Morecambe_and_Wise,united kingdom,United Kingdom
Morecambe_Bay,united kingdom,United Kingdom
Moringa_oleifera,india,India
Mormon,united states,United States
Mormon_Trail,united states,United States
Morocco,morocco,Morocco
Morphine,australia,Australia
Morris_dance,united kingdom,United Kingdom
Mosaic,italy,Italy
Moscow,russia,Russia
Mosque,afghanistan,Afghanistan
Moss,afghanistan,Afghanistan
Mother_Teresa,albania,Albania
Motion_%28physics%29,afghanistan,Afghanistan
Mountain_Gorilla,uganda,Uganda
Mount_Baker,united states,United States
Mount_Everest,china,China
Mount_Kilimanjaro,tanzania,Tanzania
Mount_Nyiragongo,,Democratic Republic of the Congo
Mount_Osmond%2C_South_Australia,australia,Australia
Mount_Pinatubo,philippines,Philippines
Mount_Rainier,united states,United States
Mount_Rushmore,united states,United States
Mount_St._Helens,united states,United States
Mount_Unzen,japan,Japan
Mount_Vesuvius,italy,Italy
Mozambique,mozambique,Mozambique
Mozilla_Firefox,united states,United States
Muhammad,pakistan,Pakistan
Muhammad_Ali,pakistan,Pakistan
Muhammad_Ali_Jinnah,pakistan,Pakistan
Muhammad_ibn_Musa_al-Khwarizmi,uzbekistan,Uzbekistan
Muhammad_Iqbal,pakistan,Pakistan
Multiculturalism,australia,Australia
Multiple_sclerosis,afghanistan,Afghanistan
Multiple_sequence_alignment,afghanistan,Afghanistan
Mumbai,india,India
Mummy,china,China
Munich,germany,Germany
Murray_River,australia,Australia
Muscat%2C_Oman,oman,Oman
Music,spain,Spain
Musical_instrument,,
Music_of_Albania,albania,Albania
Music_of_Antigua_and_Barbuda,antigua & barbuda,Antigua & Barbuda
Music_of_Barbados,barbados,<Barbados>
Music_of_Dominica,dominica,Dominica
Music_of_Hawaii,,Hawaii
Music_of_Hungary,hungary,Hungary
Music_of_Ireland,ireland,Ireland
Music_of_Italy,italy,Italy
Music_of_Martinique_and_Guadeloupe,martinique,Martinique
Music_of_New_Zealand,new zealand,New Zealand
Music_of_Spain,spain,Spain
Music_of_Thailand,thailand,Thailand
Music_of_the_Bahamas,bahamas,Bahamas
Music_of_the_Lesser_Antilles,,Trinidad and Tobago
Music_of_the_trecento,italy,Italy
Music_of_the_United_States,united states,United States
Music_of_Trinidad_and_Tobago,,Trinidad and Tobago.
Mustard_plant,india,India
Mustard_seed,india,India
Muttaburrasaurus,australia,Australia
Mu_Arae,afghanistan,Afghanistan
Myanmar,,Myanmar
Myco-heterotrophy,,
Myers-Briggs_Type_Indicator,united states,United States
Myocardial_infarction,united states,United States
Mysticism,india,India
Mythology,afghanistan,Afghanistan
Myxobolus_cerebralis,germany,Germany
Nadia_Com%C4%83neci,oman,Romania
Nagorno-Karabakh_War,armenia,Armenia
Nahuatl_language,mexico,Mexico
Nairobi,kenya,Kenya
Naked_Mole_Rat,afghanistan,Afghanistan
Names_of_God_in_Judaism,israel,Israel
Namibia,namibia,Namibia
Nanomedicine,united states,United States
Napoleonic_Wars,france,France
Napoleon_I_of_France,france,France
Napster,united states,United States
Nashville%2C_Tennessee,united states,United States
Nash_equilibrium,china,China
Natalie_Portman,israel,Israel
Nathu_La,india,India
Nationalism,france,France
Nationality,afghanistan,Afghanistan
National_Anthem_of_Russia,russia,Russia
National_Gallery%2C_London,united kingdom,United Kingdom
National_Hockey_League,canada,Canada
National_parks_of_England_and_Wales,,Wales
NATO,belgium,Belgium
Natural_disaster,afghanistan,Afghanistan
Natural_gas,afghanistan,Afghanistan
Natural_selection,australia,Australia
Nature,australia,Australia
Nauru,nauru,Nauru
Naval_Battle_of_Guadalcanal,solomon islands,Solomon Islands
Navassa_Island,haiti,Haiti
Nazism,germany,Germany
Nazi_Germany,germany,Germany
Necktie,afghanistan,Afghanistan
Negros_Oriental,philippines,Philippines
Neighbours,australia,Australia
Neil_Armstrong,united states,United States
Neil_Young,canada,Canada
Nelson_Mandela,south africa,South Africa
Nematode,,
Neoclassicism,greece,Greece
Neodymium,china,China
Neon,afghanistan,Afghanistan
Nepal,nepal,Nepal
Nepenthes_rajah,malaysia,Malaysia
Nephron,afghanistan,Afghanistan
Neptune,,
Neptunium,afghanistan,Afghanistan
Netball,australia,Australia
Netherlands,aruba,Aruba
Netherlands_Antilles,aruba,Aruba
Neutron,afghanistan,Afghanistan
Newark%2C_New_Jersey,united states,United States.
Newcastle_upon_Tyne,united kingdom,United Kingdom
Newmarket,united kingdom,United Kingdom
Newshounds,united states,United States
Newspaper,united states,United States.
Newsround,united kingdom,United Kingdom
New_Caledonia,new caledonia,New Caledonia
New_Delhi,india,India
New_England_Patriots,united states,United States
New_Forest,united kingdom,United Kingdom
New_moon,afghanistan,Afghanistan
New_York_City,united states,United States
New_York_City_Subway_nomenclature,united states,United States
New_Zealand,new zealand,New Zealand
Niagara_Falls,canada,Canada
Nicaragua,nicaragua,Nicaragua
Niccol%C3%B2_dell%27Abbate,italy,Italy
Niccol%C3%B2_Machiavelli,italy,Italy
Niccol%C3%B2_Paganini,italy,Italy
Nickel,australia,Australia
Nicobar_Long-tailed_Macaque,india,India
Nicolaus_Copernicus,poland,Poland.
Niels_Bohr,denmark,Denmark
Nigella,italy,Italy
Niger,niger,Niger
Nigeria,niger,Nigeria
Niger_River,niger,Niger
Nightingale,united kingdom,United Kingdom
Nikolai_Rimsky-Korsakov,russia,Russia
Nikola_Tesla,serbia,Serbia
Nile,egypt,Egypt
Nineteen_Eighty-Four,united kingdom,United Kingdom
Nine_Million_Bicycles,georgia,Georgia
Nintendo,japan,Japan
Nintendo_DS,japan,Japan
Nintendo_Entertainment_System,japan,Japan
Niobium,brazil,Brazil
Nirvana_%28band%29,united states,United States
Nitrification,,
Nitrogen,,
Nitrogen_cycle,,
Nitrogen_fixation,,
Niue,niue,Niue
Noam_Chomsky,united states,United States
Nobelium,afghanistan,Afghanistan
Nobel_Peace_Prize,norway,Norway
Nobiin_language,egypt,Egypt
Norfolk,norway,Norway
Norfolk_Island,australia,Australia
Norman_Borlaug,united states,United States
Norman_conquest_of_England,united kingdom,United Kingdom
Norse_mythology,iceland,Iceland
Northern_Ireland,ireland,Ireland
Northern_Mariana_Islands,northern mariana islands,Northern Mariana Islands
Northern_Pacific_Railway,united states,United States
Northwest_Africa,morocco,Morocco
North_Africa,morocco,Morocco
North_America,canada,Canada
North_Atlantic_oscillation,iceland,Iceland
North_Korea,north korea,North Korea
North_Sea,netherlands,Netherlands
North_Sea_flood_of_1953,netherlands,Netherlands
North_Sea_oil,norway,Norway
Norway,norway,Norway
Norwich,,England
Nostradamus,france,France
Nottingham,,England
Nouakchott,mauritania,Mauritania
Novel,france,France
Novelty_%28locomotive%29,united kingdom,United Kingdom
Nuclear_fission,afghanistan,Afghanistan
Nuclear_power,france,France
Nuclear_weapon,united states,United States
Number,india,India
Numismatics,afghanistan,Afghanistan
Nurse_sharks,,
Nuthatch,afghanistan,Afghanistan
Nutmeg,indonesia,Indonesia
Nutrition,australia,Australia
Oasis_%28band%29,,England
Oat,australia,Australia
Obi-Wan_Kenobi,afghanistan,Afghanistan
Ocean,australia,Australia
Oceania,australia,Australia
Oceanography,australia,Australia
Odin,iceland,Iceland
Odysseus,greece,Greece
Odyssey,greece,Greece
Oenothera,afghanistan,Afghanistan
Ohm,afghanistan,Afghanistan
Oil_painting,italy,Italy
Oil_refinery,united states,United States
Oil_reservoir,united states,United States
Okapi,afghanistan,Afghanistan
Olaudah_Equiano,niger,Nigeria
Old_English_language,united kingdom,United Kingdom
Old_Nubian_language,egypt,Egypt
Old_Swiss_Confederacy,switzerland,Switzerland
Oleg_of_Novgorod,russia,Russia
Oligarchy,south africa,South Africa
Oligocene,afghanistan,Afghanistan
Oliver_Cromwell,,England
Oliver_Twist,united kingdom,United Kingdom
Olive_oil,greece,Greece
Ollanta_Humala,peru,Peru
Olmec,mexico,Mexico
Olympic_Games,greece,Greece
Oman,oman,Oman
Omega-3_fatty_acid,australia,Australia
One_Flew_Over_the_Cuckoo%27s_Nest_%28novel%29,united states,United States
One_Foot_in_the_Grave,united kingdom,United Kingdom
Onion,russia,Russia
Onion_dome,russia,Russia
OpenBSD,canada,Canada
OpenOffice.org,afghanistan,Afghanistan
Open_cluster,afghanistan,Afghanistan
Open_source,australia,Australia
Opera,italy,Italy
Oppression,,
Optical_fiber,australia,Australia
Optical_microscope,afghanistan,Afghanistan
Optical_telescope,afghanistan,Afghanistan
Opuntia_imbricata,united states,United States
Opus_Dei,spain,Spain
Orbit_%28anatomy%29,,
Orca,norway,Norway
Order_of_Canada,canada,Canada
Order_of_St._Patrick,ireland,Ireland
Order_of_the_Bath,united kingdom,United Kingdom
Order_of_the_Garter,united kingdom,United Kingdom
Order_of_the_Thistle,,Scotland
Ordinal_number,,
Ordinary_differential_equation,,
Ordination_of_women,,
Ordovician,afghanistan,Afghanistan
Oregano,afghanistan,Afghanistan
Oregon,united states,United States
Organism,,
Organization,switzerland,Switzerland
Orion_Nebula,,
Orkney,,Scotland
Ormulum,united kingdom,United Kingdom
Ornithischia,,
Oroonoko,brazil,Brazil
Osaka,japan,Japan
Osama_bin_Laden,saudi arabia,Saudi Arabia
Osiris,egypt,Egypt
Oslo,norway,Norway
Osmium,afghanistan,Afghanistan
Osprey,afghanistan,Afghanistan
Osteomalacia,,
Ostrich,south africa,South Africa
Oswald_of_Northumbria,afghanistan,Afghanistan
Ottawa,canada,Canada
Otter,afghanistan,Afghanistan
Ottoman_Empire,turkey,Turkey
Otto_von_Bismarck,germany,Germany
Ouagadougou,burkina faso,Burkina Faso
Outer_Hebrides,,Scotland
Overseas_Railroad,united states,United States
Oviraptor,mongolia,Mongolia
Owl,afghanistan,Afghanistan
Oxbow_lake,china,China
Oxford,,<England>
Oxygen,china,China
Oxyrhynchus,egypt,Egypt
Ozone,china,China
Ozone_depletion,afghanistan,Afghanistan
P%C3%B3voa_de_Varzim,portugal,Portugal.
Pablo_Picasso,spain,Spain
Pac-Man,japan,Japan
Pachycephalosaurus,united states,United States
Pacific_Ocean,australia,Australia
Painting,india,India
Pakistan,afghanistan,Afghanistan
Palace_of_Westminster,united kingdom,United Kingdom
Palau,palau,Palau
Palazzo_Pitti,italy,Italy
Paleocene,afghanistan,Afghanistan
Paleontology,afghanistan,Afghanistan
Palestinian_territories,israel,<Israel>
Palio_di_Siena,italy,Italy
Pali_Canon,sri lanka,Sri Lanka
Palladian_architecture,italy,Italy
Palladium,afghanistan,Afghanistan
Palmyra_Atoll,united states,United States
Palm_oil,ghana,Ghana
Panama,panama,Panama
Panama_Canal,panama,Panama
Pandanus,malaysia,Malaysia
Pan_Am_Flight_103,,Scotland
Papal_conclave,italy,Italy
Paprika,hungary,Hungary
Papua_New_Guinea,guinea,Papua New Guinea
Paraguay,paraguay,Paraguay
Parasaurolophus,canada,Canada
Paricut%C3%ADn,mexico,Mexico
Paris,france,France
Park,united kingdom,United Kingdom
Parliamentary_system,afghanistan,Afghanistan
Parliament_of_Canada,canada,Canada
Parliament_of_Malaysia,malaysia,Malaysia
Parliament_of_the_United_Kingdom,united kingdom,United Kingdom
Parrot,australia,Australia
Parsley,afghanistan,Afghanistan
Parsnip,afghanistan,Afghanistan
Parthenon,greece,Greece
Pashtun_people,afghanistan,Afghanistan
Passenger_Pigeon,united states,United States
Patna,india,India
Pat_Cash,australia,Australia
Paul_C%C3%A9zanne,france,France
Paul_Dirac,united kingdom,United Kingdom
Paul_Kane,canada,Canada
Paul_McCartney,,England
Paul_of_Tarsus,brazil,Brazil
Pea,china,China
Peace,norway,Norway
Peaceful_coexistence,china,China
Peafowl,india,India
Peak_District,,England
Peanut,argentina,Argentina
Pearl,china,China
Pedagogy,,
Pedro_del_Valle,united states,United States
Pel%C3%A9,brazil,Brazil
Pelagic_zone,,
Pellagra,brazil,Brazil
Pelycosaur,afghanistan,Afghanistan
Penda_of_Mercia,united kingdom,United Kingdom
Penguin,antarctica,Antarctica
Pennine_Way,united kingdom,United Kingdom
Pennsylvania_Railroad,united states,United States
Pentateuch,afghanistan,Afghanistan
People%27s_Republic_of_China,china,China
Peregrine_Falcon,australia,Australia
Pere_Marquette_1225,united states,United States
Perfect_number,china,China
Pericles,greece,Greece
Periodic_table,china,China
Periodic_table_%28large_version%29,china,China
Perl,australia,Australia
Permian,afghanistan,Afghanistan
Pernicious_anemia,united kingdom,United Kingdom
Persian_Empire,iran,Iran
Persian_Gulf,iran,Iran
Persian_literature,afghanistan,Afghanistan
Perth%2C_Western_Australia,australia,Australia
Peru,peru,Peru.
Peterborough_Chronicle,afghanistan,Afghanistan
Peter_Grimes,united kingdom,United Kingdom
Peter_I_of_Russia,russia,Russia
Peter_Paul_Rubens,belgium,Belgium
Pete_Sampras,united states,United States
Petroleum,canada,Canada
Phase_%28matter%29,china,China
Pheidippides,afghanistan,Afghanistan
Phenylketonuria,norway,Norway
Philadelphia,united states,United States
Philately,united kingdom,United Kingdom
Philippines,philippines,Philippines
Philip_II_of_Spain,spain,Spain
Philosophiae_Naturalis_Principia_Mathematica,united kingdom,United Kingdom
Philosophy,china,China
Philosophy_of_mind,,
Phineas_Gage,united states,United States
Phishing,united states,United States
Phla-Pher%C3%A1_languages,benin,Benin
Phoenix_%28spacecraft%29,,
Phoenix_Zoo,united states,United States
Phonograph_cylinder,united states,United States
Phosphorus,afghanistan,Afghanistan
Phosphorus_tribromide,afghanistan,Afghanistan
Phosphorus_trichloride,afghanistan,Afghanistan
Phosphoryl_chloride,afghanistan,Afghanistan
Photography,china,China
Photon,china,China
Photosynthesis,australia,Australia
Photosynthetic_reaction_centre,australia,Australia
Photovoltaic_array,afghanistan,Afghanistan
Physical_paradox,,
Physical_science,afghanistan,Afghanistan
Physics,,
Pi,pitcairn islands,Pitcairn Islands
Piano,italy,Italy
Piccadilly_Circus,united kingdom,United Kingdom
Picts,,Scotland
Pied_Avocet,afghanistan,Afghanistan
Pig,afghanistan,Afghanistan
Pigeon,afghanistan,Afghanistan
Pigment,china,China
Pikachu,japan,Japan
Pink_Pigeon,mauritius,Mauritius
Pinworm,,
Pitcairn_Islands,pitcairn islands,Pitcairn Islands
Plains_Zebra,south africa,South Africa
Planet,afghanistan,Afghanistan
Planetary_habitability,,
Planetary_nebula,afghanistan,Afghanistan
Plant,,
Plant_cell,,
Plasma_%28physics%29,,
Plateosaurus,germany,Germany
Plate_tectonics,iceland,Iceland.
Platinum,south africa,South Africa
