,Top_1_name,Predictions
Mauna_Loa,,USA
Mauritania,mauritania,Mauritania
Mauritius,mauritius,Mauritius.
Mausoleum_of_Maussollos,turkey,Turkey
Mauthausen-Gusen_concentration_camp,austria,Austria
Maxwell%27s_equations,united kingdom,United Kingdom
Max_Planck,germany,Germany
Max_Weber,germany,Germany
Maya_civilization,mexico,Mexico
Maya_mythology,mexico,Mexico
Mayotte,france,France
Mbabane,,Swaziland
McFly_%28band%29,,England
Meander,turkey,Turkey.
Measles,,None
Measurement,,None
Meat,,None
Mecca,saudi arabia,Saudi Arabia
Mechanical_work,,None
Medal_of_Honor,united states,United States.
Medicine,france,France
Medieval_commune,italy,Italy
Medieval_literature,,Britain
Medieval_music,,Britain
Mediterranean_Sea,italy,Italy
Mega_Man_X_%28character%29,japan,Japan
Meitnerium,germany,Germany
Mekong,vietnam,Vietnam
Melbourne,australia,Australia
Mendelevium,,None
Mendip_Hills,,England
Meningitis,,None
Menstrual_cycle,,None
Mentha,australia,Australia
Menthol,japan,Japan
Mercantilism,france,France.
Mercia,,England
Mercury_%28element%29,,None
Mercury_%28planet%29,,None
Merrimack_River,,USA
Merseburg_Incantations,germany,Germany
Mesopotamia,iraq,Iraq
Mestizo,mexico,Mexico
Metal,,None
Metallurgy,,None
Metamorphic_rock,estonia,Estonia
Meteor,,None
Meteorological_history_of_Hurricane_Katrina,united states,United States
Meteorology,united states,United States
Meteor_shower,,None
Metric_expansion_of_space,,None
Mexico,mexico,Mexico
Mexico_City,mexico,Mexico
Miami%2C_Florida,united states,United States.
Michael_Faraday,,England
Michael_Jordan,united states,United States
Michael_Ramsey,,England
Michael_Woodruff,australia,Australia
Michelangelo,italy,Italy
Michigan_State_University,united states,United States.
Mickey_Mantle,united states,United States
Microraptor,china,China
Microscope,netherlands,Netherlands
Microsoft,united states,United States
Microsoft_Windows,united states,United States
Middle_Ages,,Scotland
Middle_East,iran,Iran
Midway_Atoll,united states,United States.
Miguel_de_Cervantes,spain,Spain
Mikhail_Gorbachev,russia,Russia
Milan,italy,Italy
Miles_Davis,united states,United States
Milgram_experiment,united states,United States
Military_dictatorship,libya,Libya
Military_history_of_Canada,canada,Canada
Military_history_of_France,france,France
Military_history_of_Puerto_Rico,puerto rico,Puerto Rico
Military_history_of_the_Soviet_Union,russia,Russia
Milk,italy,Italy
Milkshake,united states,United States
Milky_Way,,None
Milk_thistle,italy,Italy
Millard_Fillmore,,USA.
Milton_Keynes,,England
Mind,,None
Mineral,,None
Ming_Dynasty,china,China
Mini,united kingdom,United Kingdom.
Minimum_wage,united kingdom,United Kingdom
Mining,chile,Chile
MINI_%28BMW%29,united kingdom,United Kingdom
Minmi_%28dinosaur%29,australia,Australia
Minneapolis%2C_Minnesota,united states,United States
Minnesota,united states,United States
Minoan_civilization,greece,Greece
Minstrel_show,united states,United States
Miocene,,None
Mir,russia,Russia
Mirabilis_%28plant%29,,None
Miranda_Otto,australia,Australia
Mississippi_River,united states,United States
Missouri_River,,USA.
Mistle_Thrush,,None
Mitochondrial_Eve,ethiopia,Ethiopia
Mitochondrion,,None
Mixed-breed_dog,,None
Mixtape,,None
Modernist_poetry_in_English,,England
Modern_history,united kingdom,United Kingdom
Mogadishu,somalia,Somalia
Mohs_scale_of_mineral_hardness,germany,Germany
Moldova,moldova,Moldova
Moldovans,moldova,Moldova
Mole_%28animal%29,australia,Australia
Molybdenum,united states,United States
Momentum,,None
Monaco,monaco,Monaco.
Monaco_Grand_Prix,monaco,Monaco
Monarchies_in_the_European_Union,denmark,Denmark.
Monarchy,united kingdom,United Kingdom
Monarda_didyma,united states,United States
Mona_Lisa,france,France
Money,,None
Mongolia,mongolia,Mongolia.
Mongol_Empire,mongolia,Mongolia
Mongol_invasion_of_Central_Asia,uzbekistan,Uzbekistan
Mongoose,,None
Monkey,,England
Monoclonius,canada,Canada
Monopoly_%28game%29,united kingdom,United Kingdom
Monrovia,liberia,Liberia
Montenegro,montenegro,Montenegro
Montevideo,uruguay,Uruguay
Montreal,canada,Canada
Montreal_Metro,canada,Canada
Montserrat,montserrat,Montserrat.
Monty_Python,united kingdom,United Kingdom
Moon,united states,United States.
Moon_landing,united states,United States.
Moore%27s_Law,united states,United States
Moorgate,united kingdom,United Kingdom.
Moorhen,,None
Morecambe_and_Wise,united kingdom,United Kingdom
Morecambe_Bay,,England.
Moringa_oleifera,india,India
Mormon,united states,United States.
Mormon_Trail,,USA
Morocco,morocco,Morocco
Morphine,australia,Australia
Morris_dance,,England.
Mosaic,italy,Italy
Moscow,russia,Russia
Mosque,saudi arabia,Saudi Arabia
Moss,,None
Mother_Teresa,india,India
Motion_%28physics%29,south korea,South Korea
Mountain_Gorilla,uganda,Uganda
Mount_Baker,,USA
Mount_Everest,nepal,Nepal
Mount_Kilimanjaro,tanzania,Tanzania
Mount_Nyiragongo,,Democratic Republic of the Congo
Mount_Osmond%2C_South_Australia,australia,Australia
Mount_Pinatubo,philippines,Philippines
Mount_Rainier,,USA.
Mount_Rushmore,united states,United States
Mount_St._Helens,united states,United States.
Mount_Unzen,japan,Japan
Mount_Vesuvius,italy,Italy
Mozambique,mozambique,Mozambique
Mozilla_Firefox,italy,Italy
Muhammad,pakistan,Pakistan
Muhammad_Ali,pakistan,Pakistan
Muhammad_Ali_Jinnah,pakistan,Pakistan
Muhammad_ibn_Musa_al-Khwarizmi,uzbekistan,Uzbekistan
Muhammad_Iqbal,pakistan,Pakistan
Multiculturalism,australia,Australia
Multiple_sclerosis,,None
Multiple_sequence_alignment,,None
Mumbai,india,India
Mummy,egypt,Egypt
Munich,germany,Germany
Murray_River,australia,Australia
Muscat%2C_Oman,oman,Oman.
Music,spain,Spain
Musical_instrument,,None
Music_of_Albania,albania,Albania
Music_of_Antigua_and_Barbuda,,Antigua and Barbuda
Music_of_Barbados,barbados,Barbados
Music_of_Dominica,dominica,Dominica
Music_of_Hawaii,,Hawaii
Music_of_Hungary,hungary,Hungary
Music_of_Ireland,ireland,Ireland
Music_of_Italy,italy,Italy
Music_of_Martinique_and_Guadeloupe,martinique,Martinique
Music_of_New_Zealand,new zealand,New Zealand
Music_of_Spain,spain,Spain
Music_of_Thailand,thailand,Thailand
Music_of_the_Bahamas,bahamas,Bahamas
Music_of_the_Lesser_Antilles,,Trinidad and Tobago.
Music_of_the_trecento,italy,Italy
Music_of_the_United_States,united states,United States
Music_of_Trinidad_and_Tobago,,Trinidad and Tobago
Mustard_plant,,None
Mustard_seed,india,India
Muttaburrasaurus,australia,Australia
Mu_Arae,australia,Australia
Myanmar,,Myanmar
Myco-heterotrophy,,None
Myers-Briggs_Type_Indicator,,None
Myocardial_infarction,united states,United States
Mysticism,,None
Mythology,,None
Myxobolus_cerebralis,germany,Germany
Nadia_Com%C4%83neci,romania,Romania
Nagorno-Karabakh_War,armenia,Armenia
Nahuatl_language,mexico,Mexico
Nairobi,kenya,Kenya
Naked_Mole_Rat,ethiopia,Ethiopia
Names_of_God_in_Judaism,israel,Israel
Namibia,namibia,Namibia
Nanomedicine,united states,United States
Napoleonic_Wars,france,France
Napoleon_I_of_France,france,France
Napster,united states,United States
Nashville%2C_Tennessee,,Tennessee
Nash_equilibrium,,None
Natalie_Portman,israel,Israel
Nathu_La,india,India
Nationalism,france,France
Nationality,,None
National_Anthem_of_Russia,russia,Russia
National_Gallery%2C_London,united kingdom,United Kingdom
National_Hockey_League,canada,Canada
National_parks_of_England_and_Wales,,Wales
NATO,belgium,Belgium
Natural_disaster,philippines,Philippines
Natural_gas,united states,United States
Natural_selection,,None
Nature,australia,Australia
Nauru,nauru,Nauru.
Naval_Battle_of_Guadalcanal,solomon islands,Solomon Islands
Navassa_Island,united states,United States
Nazism,germany,Germany
Nazi_Germany,germany,Germany
Necktie,,None
Negros_Oriental,philippines,Philippines.
Neighbours,australia,Australia
Neil_Armstrong,united states,United States
Neil_Young,canada,Canada
Nelson_Mandela,south africa,South Africa
Nematode,,None
Neoclassicism,greece,Greece
Neodymium,austria,Austria
Neon,,None
Nepal,nepal,Nepal
Nepenthes_rajah,malaysia,Malaysia
Nephron,,None
Neptune,,None
Neptunium,united states,United States
Netball,australia,Australia
Netherlands,netherlands,Netherlands
Netherlands_Antilles,netherlands,Netherlands
Neutron,,None
Newark%2C_New_Jersey,united states,United States.
Newcastle_upon_Tyne,,England
Newmarket,,England
Newshounds,united states,United States
Newspaper,united states,United States.
Newsround,united kingdom,United Kingdom
New_Caledonia,france,France
New_Delhi,india,India
New_England_Patriots,,Massachusetts
New_Forest,,England.
New_moon,,None
New_York_City,united states,United States
New_York_City_Subway_nomenclature,united states,United States
New_Zealand,new zealand,New Zealand
Niagara_Falls,canada,Canada
Nicaragua,nicaragua,Nicaragua
Niccol%C3%B2_dell%27Abbate,italy,Italy
Niccol%C3%B2_Machiavelli,italy,Italy
Niccol%C3%B2_Paganini,italy,Italy
Nickel,canada,Canada
Nicobar_Long-tailed_Macaque,india,India
Nicolaus_Copernicus,poland,Poland
Niels_Bohr,denmark,Denmark
Nigella,,None
Niger,niger,Niger
Nigeria,nigeria,Nigeria
Niger_River,nigeria,Nigeria
Nightingale,,England
Nikolai_Rimsky-Korsakov,russia,Russia
Nikola_Tesla,serbia,Serbia
Nile,egypt,Egypt
Nineteen_Eighty-Four,united kingdom,United Kingdom
Nine_Million_Bicycles,china,China
Nintendo,japan,Japan
Nintendo_DS,japan,Japan
Nintendo_Entertainment_System,japan,Japan
Niobium,brazil,Brazil
Nirvana_%28band%29,united states,United States
Nitrification,russia,Russia
Nitrogen,,None
Nitrogen_cycle,,None
Nitrogen_fixation,,None
Niue,niue,Niue.
Noam_Chomsky,united states,United States
Nobelium,sweden,Sweden
Nobel_Peace_Prize,norway,Norway
Nobiin_language,egypt,Egypt
Norfolk,,England.
Norfolk_Island,australia,Australia
Norman_Borlaug,,USA
Norman_conquest_of_England,,England
Norse_mythology,iceland,Iceland
Northern_Ireland,ireland,Ireland
Northern_Mariana_Islands,northern mariana islands,Northern Mariana Islands.
Northern_Pacific_Railway,united states,United States
Northwest_Africa,algeria,Algeria
North_Africa,algeria,Algeria
North_America,canada,Canada
North_Atlantic_oscillation,iceland,Iceland
North_Korea,north korea,North Korea
North_Sea,netherlands,Netherlands
North_Sea_flood_of_1953,netherlands,Netherlands
North_Sea_oil,norway,Norway
Norway,norway,Norway.
Norwich,,Norfolk
Nostradamus,france,France
Nottingham,,England.
Nouakchott,mauritania,Mauritania
Novel,,None
Novelty_%28locomotive%29,united kingdom,United Kingdom
Nuclear_fission,,None
Nuclear_power,united states,United States
Nuclear_weapon,united states,United States
Number,,None
Numismatics,,None
Nurse_sharks,,None
Nuthatch,,None
Nutmeg,indonesia,Indonesia
Nutrition,,None
Oasis_%28band%29,,England
Oat,russia,Russia
Obi-Wan_Kenobi,,None
Ocean,australia,Australia
Oceania,australia,Australia
Oceanography,,None
Odin,norway,Norway
Odysseus,greece,Greece
Odyssey,greece,Greece
Oenothera,,None
Ohm,germany,Germany
Oil_painting,italy,Italy
Oil_refinery,united states,United States.
Oil_reservoir,united states,United States
Okapi,,Democratic Republic of the Congo
Olaudah_Equiano,nigeria,Nigeria
Old_English_language,,England
Old_Nubian_language,egypt,Egypt
Old_Swiss_Confederacy,switzerland,Switzerland.
Oleg_of_Novgorod,russia,Russia
Oligarchy,south africa,South Africa
Oligocene,,None
Oliver_Cromwell,,England
Oliver_Twist,united kingdom,United Kingdom
Olive_oil,greece,Greece
Ollanta_Humala,peru,Peru
Olmec,mexico,Mexico
Olympic_Games,greece,Greece
Oman,oman,Oman.
Omega-3_fatty_acid,,None
One_Flew_Over_the_Cuckoo%27s_Nest_%28novel%29,united states,United States
One_Foot_in_the_Grave,,UK
Onion,russia,Russia
Onion_dome,russia,Russia
OpenBSD,canada,Canada
OpenOffice.org,germany,Germany
Open_cluster,,None
Open_source,united states,United States
Opera,italy,Italy
Oppression,,None
Optical_fiber,united kingdom,United Kingdom
Optical_microscope,netherlands,Netherlands
Optical_telescope,united states,United States
Opuntia_imbricata,united states,United States
Opus_Dei,spain,Spain
Orbit_%28anatomy%29,,None
Orca,norway,Norway
Order_of_Canada,canada,Canada
Order_of_St._Patrick,ireland,Ireland
Order_of_the_Bath,united kingdom,United Kingdom
Order_of_the_Garter,,England
Order_of_the_Thistle,,Scotland
Ordinal_number,,None
Ordinary_differential_equation,,None
Ordination_of_women,romania,Romania
Ordovician,,Wales
Oregano,italy,Italy
Oregon,united states,United States.
Organism,,None
Organization,switzerland,Switzerland
Orion_Nebula,,Orion
Orkney,,Scotland
Ormulum,,England
Ornithischia,,None
Oroonoko,suriname,Suriname
Osaka,japan,Japan
Osama_bin_Laden,saudi arabia,Saudi Arabia
Osiris,egypt,Egypt
Oslo,norway,Norway
Osmium,russia,Russia
Osprey,canada,Canada
Osteomalacia,,None
Ostrich,,Africa
Oswald_of_Northumbria,,England.
Ottawa,canada,Canada
Otter,,None
Ottoman_Empire,turkey,Turkey
Otto_von_Bismarck,germany,Germany
Ouagadougou,burkina faso,Burkina Faso
Outer_Hebrides,,Scotland
Overseas_Railroad,united states,United States.
Oviraptor,mongolia,Mongolia
Owl,united states,United States
Oxbow_lake,china,China
Oxford,,England
Oxygen,,None
Oxyrhynchus,egypt,Egypt
Ozone,,None
Ozone_depletion,,None
P%C3%B3voa_de_Varzim,portugal,Portugal.
Pablo_Picasso,spain,Spain
Pac-Man,japan,Japan
Pachycephalosaurus,united states,United States
Pacific_Ocean,australia,Australia
Painting,france,France
Pakistan,pakistan,Pakistan
Palace_of_Westminster,,England
Palau,palau,Palau.
Palazzo_Pitti,italy,Italy.
Paleocene,,None
Paleontology,,None
Palestinian_territories,,Palestine
Palio_di_Siena,italy,Italy
Pali_Canon,sri lanka,Sri Lanka.
Palladian_architecture,italy,Italy.
Palladium,russia,Russia
Palmyra_Atoll,united states,United States.
Palm_oil,malaysia,Malaysia
Panama,panama,Panama.
Panama_Canal,panama,Panama
Pandanus,madagascar,Madagascar
Pan_Am_Flight_103,,Scotland
Papal_conclave,italy,Italy
Paprika,hungary,Hungary
Papua_New_Guinea,papua new guinea,Papua New Guinea
Paraguay,paraguay,Paraguay.
Parasaurolophus,canada,Canada
Paricut%C3%ADn,mexico,Mexico
Paris,france,France
Park,united kingdom,United Kingdom
Parliamentary_system,united kingdom,United Kingdom.
Parliament_of_Canada,canada,Canada
Parliament_of_Malaysia,malaysia,Malaysia
Parliament_of_the_United_Kingdom,united kingdom,United Kingdom
Parrot,,None
Parsley,lebanon,Lebanon
Parsnip,,None
Parthenon,greece,Greece.
Pashtun_people,afghanistan,Afghanistan
Passenger_Pigeon,united states,United States
Patna,india,India
Pat_Cash,australia,Australia
Paul_C%C3%A9zanne,france,France
Paul_Dirac,united kingdom,United Kingdom
Paul_Kane,canada,Canada
Paul_McCartney,,England
Paul_of_Tarsus,turkey,Turkey
Pea,philippines,Philippines
Peace,norway,Norway
Peaceful_coexistence,,Soviet Union
Peafowl,india,India
Peak_District,,England.
Peanut,brazil,Brazil.
Pearl,philippines,Philippines
Pedagogy,,None
Pedro_del_Valle,puerto rico,Puerto Rico
Pel%C3%A9,brazil,Brazil
Pelagic_zone,,None
Pellagra,,South America
Pelycosaur,,None
Penda_of_Mercia,,England
Penguin,,None
Pennine_Way,,England
Pennsylvania_Railroad,united states,United States
Pentateuch,israel,Israel
People%27s_Republic_of_China,china,China
Peregrine_Falcon,united states,United States.
Pere_Marquette_1225,united states,United States
Perfect_number,,None
Pericles,greece,Greece
Periodic_table,,None
Periodic_table_%28large_version%29,,None
Perl,australia,Australia
Permian,china,China.
Pernicious_anemia,,None
Persian_Empire,iran,Iran
Persian_Gulf,iran,Iran
Persian_literature,iran,Iran
Perth%2C_Western_Australia,australia,Australia
Peru,peru,Peru.
Peterborough_Chronicle,,England.
Peter_Grimes,,England
Peter_I_of_Russia,russia,Russia
Peter_Paul_Rubens,belgium,Belgium
Pete_Sampras,united states,United States
Petroleum,canada,Canada
Phase_%28matter%29,,None
Pheidippides,greece,Greece
Phenylketonuria,norway,Norway
Philadelphia,united states,United States.
Philately,,UK
Philippines,philippines,Philippines
Philip_II_of_Spain,spain,Spain
Philosophiae_Naturalis_Principia_Mathematica,,England
Philosophy,,None
Philosophy_of_mind,,None
Phineas_Gage,,Vermont
Phishing,,None
Phla-Pher%C3%A1_languages,benin,Benin
Phoenix_%28spacecraft%29,united states,United States
Phoenix_Zoo,,USA.
Phonograph_cylinder,united states,United States.
Phosphorus,,None
Phosphorus_tribromide,japan,Japan
Phosphorus_trichloride,germany,Germany
Phosphoryl_chloride,,None
Photography,france,France
Photon,,None
Photosynthesis,,None
Photosynthetic_reaction_centre,,None
Photovoltaic_array,,None
Physical_paradox,,None
Physical_science,,None
Physics,,None
Pi,pitcairn islands,Pitcairn Islands
Piano,italy,Italy
Piccadilly_Circus,united kingdom,United Kingdom.
Picts,,Scotland
Pied_Avocet,,Europe
Pig,united kingdom,United Kingdom
Pigeon,united kingdom,United Kingdom
Pigment,france,France
Pikachu,japan,Japan
Pink_Pigeon,mauritius,Mauritius
Pinworm,,None
Pitcairn_Islands,,Pitcairn
Plains_Zebra,south africa,South Africa
Planet,,None
Planetary_habitability,,None
Planetary_nebula,,None
Plant,,None
Plant_cell,,None
Plasma_%28physics%29,,None
Plateosaurus,germany,Germany
Plate_tectonics,iceland,Iceland.
Platinum,south africa,South Africa
Plato,greece,Greece
Platypus,australia,Australia
Playing_card,china,China
Pleiades_%28star_cluster%29,,Taurus
Plesiosaur,,England
Pliocene,,None
Plover,,None
Plum,united kingdom,United Kingdom
Pluto,,None
Plutonium,,None
Plymouth,,England
Pneumonia,,None
Pochard,,None
Podcasting,,None
Poetry,china,China
Poetry_of_the_United_States,united states,United States.
Poison_gas_in_World_War_I,germany,Germany.
Pok%C3%A9mon_Trading_Card_Game,japan,Japan
Poland,poland,Poland
Polar_coordinate_system,,None
Polar_ice_cap,antarctica,Antarctica
Police,,None
Police_state,,None
Polish%E2%80%93Muscovite_War_%281605%E2%80%931618%29,russia,Russia
Polish-Lithuanian_Commonwealth,poland,Poland
Polish-Muscovite_War_%281605%E2%80%931618%29,russia,Russia
Polish-Soviet_War,poland,Poland.
Political_economy,,None
Political_integration_of_India,india,India
Political_philosophy,,None
Political_science,united states,United States
Politics,,None
Politics_of_the_United_Kingdom,united kingdom,United Kingdom
Pollinator,,None
Pollinator_decline,united states,United States.
Pollution,united states,United States
Polonium,poland,Poland
Polymerase_chain_reaction,,None
Pompeii,italy,Italy
Pond,greece,Greece
PONG,united states,United States
Pontiac%27s_Rebellion,,North America
Pony,,None
Poor_Law,,England
Pope,germany,Germany
Pope_Benedict_XVI,germany,Germany
Pope_John_Paul_II,poland,Poland
Pope_Pius_XII,italy,Italy
Popular_culture,,None
Popular_culture_studies,,None
Population_history_of_American_indigenous_peoples,,North America.
Pop_Idol,united kingdom,United Kingdom
Porgy_and_Bess,united states,United States.
Porto-Novo,benin,Benin
Portsmouth,,England.
Portugal,portugal,Portugal
Portuguese_Communist_Party,portugal,Portugal
Portuguese_language,brazil,Brazil.
Port_Louis,mauritius,Mauritius
Post-glacial_rebound,canada,Canada
Postage_stamp,united kingdom,United Kingdom
Postman_Pat,united kingdom,United Kingdom
Potassium,ireland,Ireland
Potassium_iodide,ireland,Ireland
Potassium_nitrate,chile,Chile.
Potato,chile,Chile.
Pottery,,England
Poultry,,None
Pound_sterling,united kingdom,United Kingdom
Poverty,indonesia,Indonesia
Prague,,Czech Republic
Praia,cape verde,Cape Verde
Praseodymium,australia,Australia
Pre-Raphaelite_Brotherhood,,England
Precambrian,,None
Prehistoric_man,,England
President_of_the_United_States,united states,United States.
Pretoria,south africa,South Africa
Pride_and_Prejudice,united kingdom,United Kingdom
Prime_Minister_of_the_United_Kingdom,united kingdom,United Kingdom
Prime_number,,None
Primula,ethiopia,Ethiopia
Princeton_University,united states,United States.
Principality,monaco,Monaco
Printmaking,japan,Japan
Prion,,None
Private_Peaceful,,None
Privy_Council_of_the_United_Kingdom,united kingdom,United Kingdom
Probability_theory,,None
Programming_language,,None
Project_MKULTRA,,U.S.
Project_Vanguard,united states,United States.
Promethium,,None
Propaganda,,None
Property,united states,United States
Prospecting,australia,Australia
Prostate_cancer,united states,United States
Protactinium,,None
Protein,,None
Protoceratops,mongolia,Mongolia
Proton,,None
Proxima_Centauri,south africa,South Africa
Pro_Milone,,Rome.
PRR_GG1,united states,United States
PRR_M1,united states,United States
Psittacosaurus,china,China
PSR_B1620-26c,australia,Australia
Psychology,germany,Germany
Pterosaur,brazil,Brazil.
Ptolemy,egypt,Egypt
Publishing,afghanistan,Afghanistan
Puerto_Rico,puerto rico,Puerto Rico
Puffin,,None
Pumpkin,united states,United States
Punctuated_equilibrium,,None
Pupil,,None
Pygmy_Hippopotamus,liberia,Liberia
Pyongyang,north korea,North Korea
Pyotr_Ilyich_Tchaikovsky,russia,Russia
Pyramid,egypt,Egypt
Pyrite,,None
Pythagoras,greece,Greece
Pythagorean_theorem,,None
Python_%28programming_language%29,netherlands,Netherlands
Qatar,qatar,Qatar.
Qing_Dynasty,china,China
Qin_Dynasty,china,China
Qin_Shi_Huang,china,China
Quantity,,None
Quantum_chemistry,,None
Quantum_computer,,None
Quantum_mechanics,,None
Quark,,None
Quartz,poland,Poland
Quatermass_and_the_Pit,united kingdom,United Kingdom
Queen_%28band%29,,England
Quetzalcoatl,mexico,Mexico
Quito,ecuador,Ecuador
Qur%27an,,Arabic
R%C3%A9union,france,France
Rabat,morocco,Morocco
Rabbit,,None
Rabies,india,India
Rabindranath_Tagore,india,India
Race,,None
Radar,,None
Radhanite,france,France
Radio,,None
Radio_frequency,,None
Radio_telescope,russia,Russia
Radish,japan,Japan
Radium,,Czech Republic
Radon,germany,Germany
Ragtime,united states,United States.
Railway_post_office,united states,United States.
Rail_transport,united states,United States
Rail_transport_in_India,india,India
Rain,,USA.
Rainbow,canada,Canada
Rainforest,brazil,Brazil
Rainhill_Trials,united kingdom,United Kingdom
Raising_the_Flag_on_Iwo_Jima,united states,United States
Ralph_Nader,united states,United States
Rama,india,India
Ramayana,india,India.
Ramesses_II,egypt,Egypt
Ramsgate,,England
Raney_nickel,united states,United States
Ran_%28film%29,japan,Japan
Raphael,italy,Italy
Rapping,united states,United States
Raven,canada,Canada
Ray_of_Light,united states,United States
Real_tennis,united kingdom,United Kingdom
Rebecca_Helferich_Clarke,united kingdom,United Kingdom
Recorder,netherlands,Netherlands.
Recycling,,None
Redshift,,None
Redwing,,None
Redwood_National_and_State_Parks,united states,United States.
Red_dwarf,,None
Red_giant,,None
Red_Kite,united kingdom,United Kingdom
Red_Panda,china,China.
Red_rain_in_Kerala,india,India
Red_Sea,egypt,Egypt
Reed_Bunting,,None
Reed_Warbler,,None
Refining,,None
Refrigerator_car,united states,United States.
Regent%27s_Park,united kingdom,United Kingdom.
Reggae,jamaica,Jamaica
Reggaeton,puerto rico,Puerto Rico
Religion,,None
Religious_Society_of_Friends,,England
Rembrandt,netherlands,Netherlands
Ren%C3%A9_Descartes,france,France
Renaissance,italy,Italy
Renaissance_music,italy,Italy
Renminbi,china,China
Renormalization,,None
Reptile,,None
Republic_of_China,china,China
Republic_of_Ireland,ireland,Ireland
Republic_of_Macedonia,,Macedonia
Republic_of_the_Congo,,Democratic Republic of the Congo
RER,france,France
Restoration_comedy,,England
Restoration_literature,,England
Retina,,None
Retinol,,None
Retreat_of_glaciers_since_1850,tanzania,Tanzania
Revised_Standard_Version,united states,United States.
Revolution,,England
Reza_Shah,iran,Iran
Rhenium,germany,Germany
Rhine,switzerland,Switzerland
Rhode_Island,,Rhode Island
Rhodium%28III%29_chloride,,None
Rhodium,south africa,South Africa
Rhubarb,china,China
Rhythm_and_blues,united states,United States
Rice,united states,United States.
Richard_Feynman,,USA
Richard_Francis_Burton,,England
Richard_III_%28play%29,,England
Richard_III_of_England,,England
Richard_II_of_England,,England
Richard_I_of_England,,England
Richard_Nixon,,USA
Richard_O%27Connor,united kingdom,United Kingdom
Richard_Stallman,united states,United States
Richard_Wagner,germany,Germany
Richmond%2C_Virginia,united states,United States.
Riesling,germany,Germany
Right_whale,australia,Australia
Ringed_Plover,canada,Canada
Rio_de_Janeiro,brazil,Brazil
Rio_Tinto_Group,united kingdom,United Kingdom
River,pakistan,Pakistan
River_Severn,,Wales
River_Thames,,England
Riyadh,saudi arabia,Saudi Arabia
RMS_Titanic,ireland,Ireland
Roald_Amundsen,norway,Norway
Roan_Antelope,,None
Robert_Baden-Powell%2C_1st_Baron_Baden-Powell,kenya,Kenya
Robert_Boyle,ireland,Ireland
Robert_Gascoyne-Cecil%2C_3rd_Marquess_of_Salisbury,united kingdom,United Kingdom
Robert_Oppenheimer,united states,United States
Robert_Owen,,Wales
Robert_Peel,united kingdom,United Kingdom
Robert_Schumann,germany,Germany
Robert_Stephenson,united kingdom,United Kingdom
Robinson_Crusoe,,England
Roche_limit,,None
Rockall,united kingdom,United Kingdom
Rocky_Mountains,canada,Canada
Rock_Bunting,,None
Rock_of_Gibraltar,gibraltar,Gibraltar
Rock_Pigeon,italy,Italy
Rococo,france,France.
Roentgenium,germany,Germany
Romania,romania,Romania
Romanticism,germany,Germany
Roman_Britain,,Britain.
Roman_Catholic_Church,italy,Italy
Roman_Empire,,Byzantium.
Roman_Greece,greece,Greece
Roman_law,italy,Italy
Roman_mythology,italy,Italy
Roman_road,italy,Italy
Roman_villa,italy,Italy
Roman_Vishniac,russia,Russia
Rome,italy,Italy
Romeo_and_Juliet,italy,Italy
Romulus_Augustus,italy,Italy
Ronald_Reagan,,USA.
Rondane_National_Park,norway,Norway
Rook_%28bird%29,united kingdom,United Kingdom
Rosa_Parks,,USA.
Rose-ringed_Parakeet,india,India
Rosemary,italy,Italy
Rosetta_Stone,egypt,Egypt
ROT13,united states,United States
Rotterdam,netherlands,Netherlands.
Rowan_Williams,,Wales
Royal_Air_Force,united kingdom,United Kingdom
Royal_Dutch_Shell,netherlands,Netherlands
Royal_Geographical_Society,united kingdom,United Kingdom
Royal_Grammar_School_Worcester,,UK
Royal_Marines,united kingdom,United Kingdom
Royal_National_Theatre,,England
Royal_Navy,united kingdom,United Kingdom
Royal_Parks_of_London,united kingdom,United Kingdom
RSS_%28file_format%29,united states,United States
Rubidium,,None
Rubik%27s_Cube,hungary,Hungary
Rudolf_Vrba,slovakia,Slovakia
Rudyard_Kipling,united kingdom,United Kingdom
Rugby_football,,England
Rugby_World_Cup,france,France
Rule_of_St_Benedict,italy,Italy
Rupee,india,India
Russia,russia,Russia
Russian_constitutional_crisis_of_1993,russia,Russia
Russian_language,russia,Russia
Russian_Revolution_of_1917,russia,Russia
Ruthenium,russia,Russia
Rutherfordium,,None
Rutherford_B._Hayes,,USA.
Rwanda,rwanda,Rwanda.
Rwandan_Genocide,rwanda,Rwanda
S%C3%A3o_Paulo,brazil,Brazil.
S%C3%A3o_Tom%C3%A9,,São Tomé and Príncipe
S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,,São Tomé and Príncipe.
S%C3%B8ren_Kierkegaard,denmark,Denmark.
S-mine,germany,Germany
S._A._Andr%C3%A9e%27s_Arctic_balloon_expedition_of_1897,sweden,Sweden
Safflower,,None
Saffron,india,India
Sahara,western sahara,Western Sahara.
Saint-Pierre_and_Miquelon,france,France
Saint_Helena,,Saint Helena.
Saint_Joan_%28play%29,ireland,Ireland
Saint_Kitts_and_Nevis,,Saint Kitts and Nevis
Saint_Lawrence_Seaway,canada,Canada
Saint_Lucia,,Saint Lucia.
Saint_Petersburg,russia,Russia
Saint_Vincent_and_the_Grenadines,,Saint Vincent and the Grenadines.
Sakurajima,japan,Japan
Saladin,iraq,Iraq
Salford,,England
Salsa_music,puerto rico,Puerto Rico
Salt,argentina,Argentina
